id,first_author,journal,year
185491,Nottle MB,ANIM REPROD SCI,1997
185491,NOTTLE MB,J REPROD FERTIL,1988
185491,OLDHAM CM,REPROD PHYSL MERINO,1990
185491,PEARCE DT,J REPROD FERTIL,1985
185491,Rhodes F M,J Reprod Fertil Suppl,1995
185491,ROBERSON MS,J ANIM SCI,1991
185491,SALAZARORTIZ J,THESIS U TOURS TOURS,2006
185491,Scaramuzzi RJ,REPROD NUTR DEV,2006
185491,SMITH ID,WLD REV ANIM PROD,1965
185491,STUMPF TT,J ANIM SCI,1992
185491,Szymanski LA,J NEUROENDOCRINOL,2007
185491,TELENI E,REPROD FERT DEVELOP,1989
185491,Ungerfeld R,REPROD FERT DEVELOP,2004
185491,UNGERFELD R,REPROD DOMESTIC RUMI,2007
185491,Veliz FG,REPROD NUTR DEV,2006
185491,Vinoles C,REPRODUCTION,2005
185491,WALKER RF,BIOL REPROD,1977
185491,Wang JX,FERTIL STERIL,2004
185491,Webb R,J Anim Sci,2004
185491,Wolfe BE,JOGNN-J OBST GYN NEO,2005
185491,YEATES NTM,J AGR SCI,1949
185491,Youatt W,SHEEP THEIR BREEDS M,1837
185491,Zarazaga LA,ANIM REPROD SCI,2005
185598,Abe T,INT CONGR SER,2004
185598,Abe T,NEUROREPORT,2004
185598,Abe T,SLEEP BIOL RHYTHMS,2008
185598,Amzica F,NEUROSCIENCE,1996
185598,Andrew C,ELECTROEN CLIN NEURO,1996
185598,ASERINSKY E,SCIENCE,1953
185598,BALABAN CD,BRAIN RES,1985
185598,BARLOW JS,ELECTROEN CLIN NEURO,1969
185598,BasarEroglu C,INT J PSYCHOPHYSIOL,1996
185598,BECKER W,VISION RES,1972
185598,BILLINGS RJ,ELECTROEN CLIN NEURO,1989
185598,Braun AR,SCIENCE,1998
185598,Calvo JM,NEUROREPORT,1996
185598,CALVO JM,BRAIN RES,1987
185598,CALVO JM,SLEEP,1984
185598,Csibra G,NEUROPSYCHOLOGIA,1997
185598,DEMENT W,J EXP PSYCHOL,1957
185598,DEMENT W,J EXP PSYCHOL,1958
185598,DEMENT W,SLEEP ALTERED STATES,1967
185598,EBERSOLE JS,ELECTROEN CLIN NEURO,1973
185598,Engel AK,TRENDS COGN SCI,2001
185598,Everling S,ELECTROEN CLIN NEURO,1997
185598,Gomez C,INT J PSYCHOPHYSIOL,1996
185598,Grosbras MN,HUM BRAIN MAPP,2005
185598,Gross DW,NEUROSCIENCE,1999
185598,GROSS J,J NERV MENT DIS,1965
185598,HERMAN JH,SLEEP,1984
185598,Herrmann CS,CLIN NEUROPHYSIOL,2005
185598,Hobson JA,BEHAV BRAIN SCI,2000
185598,HOBSON JA,AM J PSYCHIAT,1977
185598,HOBSON JA,CONSCIOUS COGN,1994
185598,HONG CCH,SLEEP,1995
185598,Igawa M,PSYCHIAT CLIN NEUROS,2001
185598,Ioannides AA,CEREB CORTEX,2004
185598,JACOBSON E,YOU CAN SLEEP WELL,1938
185598,Jouny C,NEUROREPORT,2000
185598,Kaiser J,NEUROREPORT,2005
185598,KAJIMURA N,BRAIN TOPOGRAPHY TOD,1998
185598,Karashima A,BRAIN RES,2002
185598,Karashima A,BRAIN RES,2007
185598,Kleitman N.,SLEEP WAKEFULNESS,1963
185598,KURTZBERG D,BRAIN RES,1982
185598,KURTZBERG D,VISUAL EVOKED POTENT,1977
185598,LABARGE SP,PERCEPT MOTOR SKILL,1981
185598,Ladd GT,MIND,1892
185598,Laureys S,NEUROSCIENCE,2001
185598,Leocani L,EVOKED POTENTIAL,1997
185598,LLINAS R,P NATL ACAD SCI USA,1993
185598,Lobel E,J NEUROSURG,2001
185598,Luna B,CEREB CORTEX,1998
185598,Maquet P,NAT NEUROSCI,2000
185598,Maquet P,NATURE,1996
185598,MIYAUCHI S,ELECTROEN CLIN NEURO,1987
185598,MIYAUCHI S,ELECTROEN CLIN NEURO,1990
185598,MOLINARI S,PERCEPT MOTOR SKILL,1969
185598,MOSTER ML,NEUROLOGY,1990
185598,NIIYAMA Y,ELECTROEN CLIN NEURO,1988
185598,Nofzinger EA,BRAIN RES,1997
185598,OFFENKRANTZ W,J NERV MENT DIS,1963
185598,Ogawa K,SLEEP,2005
185598,OGAWA K,SLEEP BIOL RHYTHMS,2003
185598,OGAWA K,SLEEP BIOL RHYTHMS,2006
185598,OKUMA T,JPN J PSYCHIAT NEUR,1992
185598,PASCUALMARQUI RD,INT J PSYCHOPHYSIOL,1994
185598,Peigneux P,NEUROIMAGE,2001
185598,Rainville P,SCIENCE,1997
185598,SCOTT DF,ELECTROEN CLIN NEURO,1967
185598,SCOTT DF,ELECTROEN CLIN NEURO,1981
185598,SCOTT DF,NEUROLOGY,1967
185598,SCOTT DF,SCIENCE,1967
185598,Shibasaki H,CLIN NEUROPHYSIOL,2008
185598,STEPHAN KM,J NEUROPHYSIOL,1995
185598,Steriade M,J NEUROSCI,1996
185598,THICKBROOM GW,ELECTROEN CLIN NEURO,1985
185598,Uchida S,BRAIN RES,2001
185598,WANG G,INT J PSYCHOPHYSIOL,1992
185598,Wehrle R,EUR J NEUROSCI,2007
185598,Wehrle R,NEUROREPORT,2005
185598,YAGI A,JPN PSYCHOL RES,1982
185598,YAGI A,PHYSIOL PSYCHOL,1979
185838,CHAPELLE D,COMPUTATIONAL FLUID,2003
185838,Ciarlet P. G.,STUDIES MATH ITS APP,2000
185838,Ciarlet PG,J ELASTICITY,1996
185838,Lods V,CR ACAD SCI I-MATH,2001
185838,LUCE R,C R ACAD SCI PARIS 1,2007
185838,POUTOUS C,THESIS U PAU PAYS AD,2006
185838,SANCHEZHUBERT J,COQUES ELASTIQUES MI,1997
185838,SANCHEZPALENCIA E,REV MATEMATICA U COM,1993
185838,SILICARU S,J ELASTICITY,1997
186440,AHMED T,P IEEE ACM EUR AM C,2006
186440,Akyildiz IF,IEEE WIREL COMMUN,2004
186440,Balasubramaniam S,COMPUT COMMUN,2004
186440,BERNASCHI M,1 INT C TESTB RES IN,2005
186440,CALVAGNA A,P 2 ACM INT WORKSH W,2004
186440,CHAN P,IEEE WIR COMM NETW C,2002
186440,Chan PML,IEEE COMMUN MAG,2001
186440,Chen W-T,P 10 INT C PAR DISTR,2004
186440,GUO Q,IEEE INT C COMM ICC2,2005
186440,Gustafsson E,IEEE WIREL COMMUN,2003
186440,KASSAR M,FUTURE GENER COMP SY,2007
186440,MAKELA J,11 IEEE INT S PERS I,2000
186440,McNair J,IEEE WIREL COMMUN,2004
186440,Murphy J.,IEEE INT C COMM ICC,2006
186440,Pahlavan K,IEEE PERS COMMUN,2000
186440,PERKINS C,IEEE COMMUN MAG,2002
186440,Pollini GP,IEEE COMMUN MAG,1996
186440,QUIQYANG S,INT C COMM ICC 2005,2005
186440,Ribeiro RA,FUZZY SET SYST,1996
186440,SAATY TL,EUR J OPER RES,1990
186440,STEVENSNAVARRO E,P 63 IEEE VEH TECHN,2006
186440,WANG H,2 IEEE WORKSH MOB CO,1999
186440,Wei Q,COMPUT NETW,2006
186440,Zdarsky FA,EUROMICRO CONF PROC,2004
186440,ZHANG W,57 IEEE SEM VEH TECH,2003
186440,ZHU F,IEEE WIR COMM NETW C,2004
186581,Ahn SH,ASTROPHYS J,2001
186581,Ahn SH,ASTROPHYS J,2002
186581,Ahn SH,MON NOT R ASTRON SOC,2003
186581,Ajiki M,ASTROPHYS J,2006
186581,Ando M,ASTROPHYS J,2004
186581,Ando M,ASTROPHYS J,2006
186581,Arnouts S,ASTROPHYS J,2005
186581,CHARLOT S,ASTROPHYS J,1993
186581,CHEN WL,ASTROPHYS J,1994
186581,Cowie LL,ASTRON J,1998
186581,Davis M,ASTROPHYS J,2007
186581,Dawson S,ASTROPHYS J,2007
186581,DJORGOVSKI S,IAU S,1992
186581,Finkelstein SL,ASTROPHYS J,2007
186581,Fujita SS,ASTROPHYS J,2003
186581,Giavalisco M,ASTROPHYS J,1996
186581,Gronwall C,ASTROPHYS J,2007
186581,Haiman Z,ASTROPHYS J,2002
186581,Hansen M,MON NOT R ASTRON SOC,2006
186581,Hao L,ASTRON J,2005
186581,Heckman TM,ASTROPHYS J,2005
186581,Hopkins AM,ASTROPHYS J,2004
186581,Hopkins AM,ASTROPHYS J,2006
186581,Hu EM,ASTROPHYS J,1998
186581,Kashikawa N,ASTROPHYS J,2006
186581,Kauffmann G,MON NOT R ASTRON SOC,2003
186581,Kobayashi MAR,ASTROPHYS J,2007
186581,Kunth D,ASTRON ASTROPHYS,1998
186581,Le Delliou M,MON NOT R ASTRON SOC,2006
186581,Malhotra S,ASTROPHYS J,2004
186581,Martin DC,ASTROPHYS J,2005
186581,Mas-Hesse JM,ASTROPHYS J,2003
186581,Morrissey P,ASTROPHYS J,2005
186581,Morrissey P,ASTROPHYS J SUPPL S,2007
186581,Murayama T,ASTROPHYS J SUPPL S,2007
186581,Nakamura O,ASTRON J,2004
186581,NEUFELD DA,ASTROPHYS J,1991
186581,Ouchi M,ASTROPHYS J SUPPL S,2008
186581,Pettini M,ASTROPHYS J,1998
186581,Pettini M,ASTROPHYS J,2000
186581,Reddy NA,ASTROPHYS J SUPPL S,2008
186581,Ryan RE,ASTROPHYS J,2007
186581,Schaerer D,ASTRON ASTROPHYS,2008
186581,SCHAERER D,ARXIV07060139,2007
186581,Schiminovich D,ASTROPHYS J,2005
186581,Shapley AE,ASTROPHYS J,2003
186581,Shectman SA,ASTROPHYS J,1996
186581,Shimasaku K,PUBL ASTRON SOC JPN,2006
186581,Stanway ER,MON NOT R ASTRON SOC,2007
186581,Steidel CC,ASTROPHYS J,1999
186581,Stern D,ASTROPHYS J,2005
186581,Tapken C,ASTRON ASTROPHYS,2006
186581,Tresse L,ASTROPHYS J,1998
186581,Tresse L,MON NOT R ASTRON SOC,2002
186581,van Breukelen C,MON NOT R ASTRON SOC,2005
186581,Vanden Berk DE,ASTRON J,2001
186581,Vanzella E,ASTRON ASTROPHYS,2006
186581,Verhamme A,ASTRON ASTROPHYS,2006
186581,Way MJ,ASTRON J,2005
186581,Weiner BJ,ASTROPHYS J,2005
186581,Wolf C,ASTRON ASTROPHYS,2004
186581,Wyder TK,ASTROPHYS J SUPPL S,2007
186581,Xu CK,ASTROPHYS J,2005
186885,CARRIER V,PHYS REV E,2002
186885,Cox SJ,J PHYS-CONDENS MAT,2001
186885,Durand M,PHYS REV E,1999
186885,Koehler SA,LANGMUIR,2000
186885,Neethling SJ,J PHYS-CONDENS MAT,2002
186885,Nguyen AV,J COLLOID INTERF SCI,2002
186885,Pitois O,COLLOID SURFACE A,2005
186885,Pitois O,J COLLOID INTERF SCI,2005
186885,Saint-Jalmes A,EUR PHYS J E,2004
187183,BIRSHTEIN TM,POLYM SCI USSR,1985
187183,BIRSHTEIN TM,VYSOKOMOL SOEDIN A,1987
187183,Bolisetty S,PHYS REV E,2007
187183,Borisov OV,MACROMOLECULES,2003
187183,Borisov OV,POLYM SCI USSR,1988
187183,de Gennes PG,SCALING CONCEPTS POL,1979
187183,Dotera T,J CHEM PHYS,1996
187183,Dziezok P,ANGEW CHEM INT EDIT,1997
187183,Feuz L,MACROMOLECULES,2005
187183,Fleer G. J.,POLYM INTERFACES,1993
187183,FREDRICKSON GH,MACROMOLECULES,1993
187183,Pakula T,POLYMER,2006
187183,Rathgeber S,J CHEM PHYS,2005
187183,Sheiko SS,EUR PHYS J E,2004
187183,TSUKAHARA Y,MACROMOLECULES,1989
187183,Zhang B,MACROMOLECULES,2006
187183,Zhang MF,ADV FUNCT MATER,2004
187183,Zhang MF,CHEM MATER,2004
187183,Zhang MF,J POLYM SCI POL CHEM,2005
187183,Zhang MF,POLYMER,2003
187183,Zhulina EB,MACROMOLECULES,2005
187183,ZHULINA EB,MACROMOLECULES,1991
187238,Abbott B,PHYS REV D,2005
187238,Abbott B,PHYS REV D,2007
187238,Abbott B,PHYS REV D,2008
187238,ABBOTT B,IN PRESS ASTROPHYS J,2007
187238,ABBOTT B,IN PRESS PHYS REV D,2008
187238,ABBOTT B,INSTRUM METHODS A,2004
187238,Acernese F,CLASSICAL QUANT GRAV,2006
187238,Acernese F,CLASSICAL QUANT GRAV,2007
187238,Ahrens J,ASTROPART PHYS,2004
187238,Andersson N,ASTROPHYS J,1999
187238,Andersson N,MON NOT R ASTRON SOC,1998
187238,Antonioli P,NEW J PHYS,2004
187238,Arnaud N,ASTROPART PHYS,2004
187238,Arnaud N,PHYS REV D,2002
187238,Arnaud N,PHYS REV D,2003
187238,Aso Y,CLASSICAL QUANT GRAV,2008
187238,Bildsten L,ASTROPHYS J,1998
187238,Bromm V,ASTROPHYS J,2002
187238,Chatterji S,PHYS REV D,2006
187238,CHENG KS,ASTROPHYS J,1988
187238,Clark J,PHYS REV D,2007
187238,CORSI A,VIR020A07,2007
187238,CUOCO E,VIRNOTEGO1390305,2005
187238,CUOCO E,VIRNOTEGO1390308,2005
187238,Finn LS,PHYS REV D,1999
187238,FLANAGAN C,595 IAU CBAT,2006
187238,Franco LM,ASTROPHYS J,2000
187238,Fukuda S,NUCL INSTRUM METH A,2003
187238,Guetta D,ASTRON ASTROPHYS,2005
187238,HAYAMA K,CLASSICAL QUANT GRAV,2007
187238,HAYAMA K,P TAUP 07 SEND JAP,2007
187238,Hayasaki K,PUBL ASTRON SOC JPN,2007
187238,Heyl JS,ASTROPHYS J,2002
187238,Horvath JE,MOD PHYS LETT A,2005
187238,Ioka K,MON NOT R ASTRON SOC,2001
187238,Israel GL,ASTROPHYS J,2005
187238,KALMUS P,CLASSICAL QUANT GRAV,2007
187238,Klimenko S,PHYS REV D,2005
187238,Kotake K,REP PROG PHYS,2006
187238,Kouveliotou C,ASTROPHYS J,1999
187238,Lee WH,NEW J PHYS,2007
187238,MARKOWITZ J,GWDAW12 C 13 16 DEC,2007
187238,MATONE L,CLASSICAL QUANT GRAV,2007
187238,MCCULLOCH P,NATURE,1990
187238,Meszaros P,ANNU REV ASTRON ASTR,2002
187238,Mohanty SD,CLASSICAL QUANT GRAV,2002
187238,Mohanty SD,CLASSICAL QUANT GRAV,2004
187238,Mohanty SD,CLASSICAL QUANT GRAV,2005
187238,Mohanty SD,CLASSICAL QUANT GRAV,2006
187238,MUKHERJEE S,CLASSICAL QUANT GRAV,2003
187238,Nakar E,ASTROPHYS J,2006
187238,Nakar E,PHYS REP,2007
187238,Pacheco JAD,ASTRON ASTROPHYS,1998
187238,PIRAN T,REV MOD PHYS,2005
187238,RAFFAI P,CLASSICAL QUANT GRAV,2007
187238,Rakhmanov M,CLASSICAL QUANT GRAV,2006
187238,REITZE D,M08001100M LIGO,2008
187238,Stanek KZ,ASTROPHYS J,2003
187238,Strohmayer TE,ASTROPHYS J,2005
187238,Strohmayer TE,ASTROPHYS J,2006
187238,STUVER AL,CLASSICAL QUANT GRAV,2006
187238,Sylvestre J,PHYS REV D,2003
187238,THORNE KS,ASTROPHYS J,1969
187238,van Putten MHPM,PHYS REV D,2004
187238,Vietri M,PHYS REV LETT,1998
187238,Watts AL,ASTROPHYS J,2006
187238,Waxman E,PHYS REV LETT,1997
187238,Woods PM,ASTROPHYS J,2007
187240,Arnaud KA,AIP CONF PROC,2006
187240,Arnaud KA,CLASSICAL QUANT GRAV,2007
187240,ARNAUD KA,LASER INTERFEROMETER,2006
187240,Barack L,PHYS REV D,2004
187240,BENDER P,LASER INTERFEROMETER,1998
187240,Brown DA,CLASSICAL QUANT GRAV,2007
187240,Cornish NJ,CLASSICAL QUANT GRAV,2007
187240,GAIR JR,UNPUB P 7 AM C GRAV,2007
187240,Jaranowski P,PHYS REV D,1998
187240,Krolak A,PHYS REV D,2004
187240,Prix R,CLASSICAL QUANT GRAV,2007
187240,VALLISNERI M,07104369 LISA,2007
187321,Barentin C,EUROPHYS LETT,2001
187321,BIGGS S,J PHYS CHEM-US,1992
187321,BIGGS S,LANGMUIR,1992
187321,Blagodatskikh IV,POLYMER,2004
187321,BRANHAM KD,POLYMER,1994
187321,BROSTOW W,POLYMER,1983
187321,Candau F,ADV COLLOID INTERFAC,1999
187321,Candau SJ,COLLOID SURFACE A,2001
187321,Cappelaere E,COLLOID POLYM SCI,1998
187321,Cappelaere E,RHEOL ACTA,2000
187321,CHANG Y,MACROMOLECULES,1994
187321,Couillet I,MACROMOLECULES,2005
187321,Croce V,LANGMUIR,2003
187321,Feng YJ,POLYMER,2002
187321,Feng YJ,POLYMER,2005
187321,Hartmann V,RHEOL ACTA,1998
187321,HILL A,MACROMOLECULES,1993
187321,HWANG FS,MACROMOLECULES,1995
187321,KHATORY A,LANGMUIR,1993
187321,KLUCKER R,MACROMOLECULES,1995
187321,Koehler RD,J PHYS CHEM B,2000
187321,Kujawa P,J POLYM SCI POL CHEM,2003
187321,Kujawa P,J POLYM SCI POL PHYS,2004
187321,Kujawa P,MACROMOLECULES,2006
187321,LACIK I,POLYMER,1995
187321,Li Y,LANGMUIR,2004
187321,Lin Z,LANGMUIR,1996
187321,Magid LJ,J PHYS CHEM B,1998
187321,MCCORMICK CL,POLYMER,1988
187321,Nilsson S,J PHYS CHEM B,1998
187321,Panmai S,COLLOID SURFACE A,1999
187321,Panmai S,LANGMUIR,2002
187321,Patruyo LG,POLYMER,2002
187321,PEIFFER DG,POLYMER,1990
187321,Penott-Chang EK,COLLOID SURFACE A,2007
187321,Piculell L,LANGMUIR,2003
187321,PORTE G,J PHYS CHEM-US,1986
187321,Raghavan SR,LANGMUIR,2001
187321,Raghavan SR,LANGMUIR,2002
187321,Shashkina JA,LANGMUIR,2005
187321,Thevenot C,COLLOID SURFACE A,2005
187321,Torres MF,J COLLOID INTERF SCI,2007
187321,Truong MT,LANGMUIR,2002
187321,Volpert E,MACROMOLECULES,1996
187321,Volpert E,POLYMER,1998
187321,Walker LM,CURR OPIN COLLOID IN,2001
187321,Xue W,EUR POLYM J,2004
187321,Zhu ZY,EUR POLYM J,2007
187516,Campbell IH,PHYS REV B,1996
187516,HOROWITZ G,SOLID STATE COMMUN,1989
187516,Mottaghi M,ADV FUNCT MATER,2007
187542,Agrawal R,P 1993 ACM SIGMOD IN,1993
187542,BREDIN JD,AFFAIRE,1983
187542,Carpenter KJ,HIST SCURVY VITAMIN,1986
187542,CORRUBLE V,ARTIF INTELL,1997
187542,DORNER D,LOGIC FAILURE RECOGN,1996
187542,Ganascia JG,LECT NOTES COMPUT SC,2004
187542,GANASCIA JG,LOGIC METHODOLOGY PH,2005
187542,GANASCIA JG,P 10 INT JOINT C ART,1987
187542,LIPPMANN WALTER,PUBLIC OPINION,1922
187542,MAHE J,DICT ENCY SCI MED 3,1880
187542,Reason JT,HUMAN ERROR,1990
187542,TAGUIEFF PA,COULEUR SANG DOCTRIN,1998
187542,THAGARD P,MOR KAUF M,1990
187542,VELCIN J,P 19 INT JOINT C ART,2005
187993,Azizi M,HYPERTENSION,2004
187993,Batenburg WW,J HYPERTENS,2007
187993,Burckle CA,HYPERTENSION,2006
187993,Danser AHJ,CIRCULATION,1997
187993,Danser AHJ,J HYPERTENS,1998
187993,DERKX FHM,J BIOL CHEM,1992
187993,KIM S,AM J PHYSIOL,1988
187993,Menard J,J HYPERTENS,2006
187993,Nguyen G,J CLIN INVEST,2002
187993,RAHUEL J,J STRUCT BIOL,1991
187993,Saris JJ,AM J PHYSIOL-HEART C,2001
187993,Saris JJ,HYPERTENSION,2002
187993,Saris JJ,HYPERTENSION,2006
187993,Schefe JH,CIRC RES,2006
187993,Sealey JE,AM J HYPERTENS,2007
187993,Stanton A,HYPERTENSION,2003
187993,Suzuki F,J BIOL CHEM,2003
187993,van den Eijnden MMED,ARTERIOSCL THROM VAS,2001
187993,van Kats JP,J HYPERTENS,2001
187993,van Kesteren CAM,HYPERTENSION,1997
188152,Albertsen PC,J NATL CANCER I,2005
188152,Aus G,EUR UROL,2005
188152,Berglund RK,UROLOGY,2006
188152,CATALONA WJ,JAMA-J AM MED ASSOC,1993
188152,Chism DB,INT J RADIAT ONCOL,2003
188152,Galper SL,J UROLOGY,2006
188152,Ghani KR,EUR UROL,2005
188152,Gleason DF,J UROLOGY,2002
188152,Graefen M,EUR UROL,2003
188152,Horninger W,EUR J CANCER,2000
188152,JEMAL A,CA CANC J CLIN,2005
188152,Jhaveri FM,J CLIN ONCOL,1999
188152,Kondylis FI,J UROLOGY,2003
188152,Noldus J,EUR UROL,2000
188152,Partin AW,JAMA-J AM MED ASSOC,1997
188152,Postma R,EUR UROL,2006
188152,Ramirez A,EUR UROL,2006
188152,Smith EB,CANCER,2002
188152,Stephenson AJ,J NATL CANCER I,2006
188152,Steuber T,J UROLOGY,2006
188330,Abu Mukh-Qasem R,J COLLOID INTERF SCI,2005
188330,Acar HYC,J MAGN MAGN MATER,2005
188330,Albornoz C,J MAGN MAGN MATER,2006
188330,Alcala MD,SOLID STATE IONICS,2006
188330,Alexandrescu R,APPL SURF SCI,2005
188330,Alexiou C,EUR BIOPHYS J BIOPHY,2006
188330,Alvarez GS,CHEM ENG SCI,2006
188330,Ammar S,J MATER CHEM,2001
188330,Arbab AS,BLOOD,2004
188330,Arbab AS,RADIOLOGY,2003
188330,Arias JL,INT J PHARM,2007
188330,Arias JL,J BIOMED NANOTECHNOL,2005
188330,Arias JL,J CONTROL RELEASE,2001
188330,ARKELS B,CHEMTECH,1977
188330,Arshady R,RADIOLABELED MAGNETI,2001
188330,Artemov D,MAGNET RESON MED,2003
188330,Ascencio JA,SURF SCI,1998
188330,Atanasijevic T,P NATL ACAD SCI USA,2006
188330,AYANT Y,J PHYS-PARIS,1975
188330,Babes L,J COLLOID INTERF SCI,1999
188330,Babincova M,BIOELECTROCHEMISTRY,2002
188330,BACRI JC,J MAGN MAGN MATER,1990
188330,Barnakov YA,LANGMUIR,2005
188330,Basak S,CHEM ENG SCI,2007
188330,Baudry J,ANN CHIM-SCI MAT,2004
188330,Bautista MC,J MAGN MAGN MATER,2005
188330,Bean C. P.,J APPL PHYS,1959
188330,BEE A,J MAGN MAGN MATER,1995
188330,Bellissent R.,Journal of Non-Crystalline Solids,1996
188330,Bentivegna F,J APPL PHYS,1998
188330,Berry CC,BIOMATERIALS,2003
188330,Bianco A,THERMOCHIM ACTA,1995
188330,BIANCO A,MATER LETT,1994
188330,Bjornerud A,MAGN RESON MATER PHY,2001
188330,Bloomfield VA,BIOPOLYMERS,2000
188330,BOISTELLE R,J CRYST GROWTH,1988
188330,Bonacchi D,CHEM MATER,2004
188330,Bouhon IA,CYTOTECHNOLOGY,1997
188330,Bourlinos AB,CHEM MATER,2002
188330,Boutry S,CONTRAST MEDIA MOL I,2006
188330,BRANDRISS S,LANGMUIR,1993
188330,Breulmann M,ADV MATER,1998
188330,Breulmann M,ADV MATER,2000
188330,Brice-Profeta S,J MAGN MAGN MATER,2005
188330,Brinker C.J.,SOL GEL SCI,1990
188330,Brooks RA,MAGNET RESON MED,2001
188330,BROWN RJ,PHYS REV,1961
188330,Bruce IJ,J MAGN MAGN MATER,2004
188330,Bucak S,BIOTECHNOL PROGR,2003
188330,Bulte Jeff W M,Methods Mol Med,2006
188330,Bulte JWM,J MAGN MAGN MATER,1999
188330,Bulte JWM,NAT BIOTECHNOL,2001
188330,BULTE JWM,MAGNET RESON MED,1992
188330,Burtea C,J INORG BIOCHEM,2005
188330,Butler R.F.,PALEOMAGNETISM MAGNE,1992
188330,Butter K,J COLLOID INTERF SCI,2005
188330,Butterworth MD,COLLOID SURFACE A,2001
188330,Butterworth MD,J COLLOID INTERF SCI,1996
188330,Cabuil V,CURR OPIN COLLOID IN,2000
188330,CABUIL V,PROG COLL POL SCI S,1995
188330,Cai W,J COLLOID INTERF SCI,2007
188330,Calvin S,J APPL PHYS,2003
188330,Calvin S,PHYS REV B,2003
188330,Cannas C,J PHYS CHEM B,1998
188330,Cao JQ,J MAGN MAGN MATER,2004
188330,Cengelli F,J PHARMACOL EXP THER,2006
188330,CERDAN S,MAGNET RESON MED,1989
188330,Chaneac C,NANOSTRUCT MATER,1995
188330,CHANTRELL RW,J APPL PHYS,1994
188330,CHARLES SW,ENDEAVOUR,1982
188330,Chastellain M,ADV ENG MATER,2004
188330,Chastellain M,J Colloid Interface Sci,2004
188330,Chen D,MATER RES BULL,1998
188330,Chen DH,J MOL CATAL B-ENZYM,2002
188330,Chen M,J APPL PHYS,2003
188330,Chin AB,J MATER PROCESS TECH,2007
188330,Chourpa I,ANALYST,2005
188330,CHOW GM,J MATER RES,1995
188330,CHOW GM,Patent No. 6436167,2002
188330,Cornell R. M.,IRON OXIDES,1996
188330,Cornell R. M.,IRON OXIDES STRUCTUR,1996
188330,Cornell RM,IRON OXIDES LAB PREP,1991
188330,Corot C,ADV DRUG DELIVER REV,2006
188330,Cousin F,BRAZ J PHYS,2001
188330,Cousin F,J CHEM PHYS,2001
188330,Cousin F,PHYS REV E,2003
188330,Crangle J.,SOLID STATE MAGNETIS,1991
188330,DACOATA GM,J SOLID STATE CHEM,1994
188330,DECUYPER M,EUR BIOPHYS J BIOPHY,1988
188330,DECUYPER M,LANGMUIR,1991
188330,DEGENNES PG,MACROMOLECULES,1980
188330,DEJAEGER N,PART PART SYST CHAR,1991
188330,del Campo A,J MAGN MAGN MATER,2005
188330,delMonte F,LANGMUIR,1997
188330,Deng Y,J MAGN MAGN MATER,2003
188330,Deng YH,ADV MATER,2003
188330,Deng YH,COLLOID SURFACE A,2005
188330,Denizot B,J COLLOID INTERF SCI,1999
188330,Derjaguin B.,ACTA PHYSICOCHIM URS,1941
188330,Dickson DPE,NANOSTRUCT MATER,1997
188330,DIMATCO M,INT J PHARMACEUT,2006
188330,Dimitrova GT,LANGMUIR,1996
188330,Dinega DP,ANGEW CHEM INT EDIT,1999
188330,Ding XB,REACT FUNCT POLYM,1998
188330,Dodd CH,J IMMUNOL METHODS,2001
188330,Domingo JC,J MICROENCAPSUL,2001
188330,Donath E,ANGEW CHEM INT EDIT,1998
188330,Dormann JL,J MAGN MAGN MATER,1998
188330,DORMANN JL,REV PHYS APPL,1981
188330,Dresco PA,LANGMUIR,1999
188330,Dubois E,LANGMUIR,2000
188330,Duraes L,MATER LETT,2005
188330,EDWARD A,J BIOMED MATER RES A,2004
188330,Elumalai P,MATER RES BULL,2002
188330,Ely T. O.,CHEM MATER,1999
188330,Ennas G,CHEM MATER,1998
188330,ENOCHS WS,JMRI-J MAGN RESON IM,1994
188330,FAHLVIK AK,INVEST RADIOL,1990
188330,Fan J,J COLLOID INTERF SCI,2003
188330,Fannin PC,J MOL LIQ,2004
188330,Fauconnier N,J COLLOID INTERF SCI,1997
188330,Fauconnier N,J MOL LIQ,1999
188330,Fauconnier N,PROG COLL POL SCI S,1996
188330,Feldmann C,ADV MATER,2001
188330,Fievet F,SOLID STATE IONICS,1989
188330,FIEVET F,SOLID STATE IONICS,1989
188330,Finotelli PV,MAT SCI ENG C-BIO S,2004
188330,Flesch C,J POLYM SCI POL CHEM,2004
188330,Flesch C,J POLYM SCI POL CHEM,2005
188330,FOURNIER C,LANGMUIR,1995
188330,FRANKEL AD,CELL,1988
188330,FREED JH,J CHEM PHYS,1978
188330,Fritz G,LANGMUIR,2002
188330,Funovics M,NEOPLASIA,2005
188330,FURUSAWA K,COLLOID POLYM SCI,1994
188330,GALLO JM,J PHARMACOKINET BIOP,1993
188330,Gamarra LF,J MAGN MAGN MATER,2005
188330,Gao X,CHEM COMMUN,2003
188330,GAO X,CHEM COMMUN,2003
188330,GAO Y,NANOTECHNOLOGIES LIF,2005
188330,Gass J.,Advanced Functional Materials,2006
188330,GIBSON CP,SCIENCE,1995
188330,GIESSEN AA,J PHYS CHEM SOLIDS,1967
188330,Giri A.K.,Materials Physics and Mechanics,2000
188330,Giri J,J MAGN MAGN MATER,2005
188330,Giri S,J MAGN MAGN MATER,2005
188330,GO KG,EUR J RADIOL,1993
188330,GOBE M,J COLLOID INTERF SCI,1983
